,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__max_iter,param_clf__penalty,param_clf__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
55,0.33559876680374146,0.013429492080914178,0.012956559658050537,0.0028187812454236183,0.01,300,none,lbfgs,"{'clf__C': 0.01, 'clf__max_iter': 300, 'clf__penalty': 'none', 'clf__solver': 'lbfgs'}",0.809265873015873,0.8079166666666666,0.8082738095238096,0.8066666666666666,0.808030753968254,0.0009298313212100862,60
626,0.48609620332717896,0.007761740364754357,0.012936651706695557,0.0018648673944200356,0.11,200,l2,newton-cg,"{'clf__C': 0.11, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'newton-cg'}",0.81,0.8089285714285714,0.806765873015873,0.8064087301587302,0.8080257936507936,0.001492882511197694,61
405,0.32517850399017334,0.012052820620385945,0.010963857173919678,0.0007050332553882862,0.06999999999999999,300,l2,lbfgs,"{'clf__C': 0.06999999999999999, 'clf__max_iter': 300, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.8103968253968254,0.8083928571428571,0.8039087301587302,0.8093650793650794,0.8080158730158731,0.002474875324843608,62
698,0.9146814346313477,0.04599602029888045,0.010216057300567627,0.0008265262657862197,0.12,200,none,sag,"{'clf__C': 0.12, 'clf__max_iter': 200, 'clf__penalty': 'none', 'clf__solver': 'sag'}",0.8117857142857143,0.8072817460317461,0.8067857142857143,0.8061111111111111,0.8079910714285714,0.002229887529053273,63
567,0.3737497925758362,0.016098129716609334,0.01195979118347168,0.0018664250320646887,0.09999999999999999,200,l2,liblinear,"{'clf__C': 0.09999999999999999, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.8127777777777778,0.8087698412698413,0.8068452380952381,0.8035515873015873,0.8079861111111111,0.0033369482713150175,64
518,0.9167124032974243,0.05000428192075787,0.010963380336761475,0.002337260757921264,0.09,200,none,sag,"{'clf__C': 0.09, 'clf__max_iter': 200, 'clf__penalty': 'none', 'clf__solver': 'sag'}",0.8105555555555556,0.8065277777777777,0.80625,0.8086111111111111,0.8079861111111111,0.0017416578061089619,64
318,0.9288232326507568,0.0694175092908625,0.010590612888336182,0.0010787938218902147,0.060000000000000005,100,none,sag,"{'clf__C': 0.060000000000000005, 'clf__max_iter': 100, 'clf__penalty': 'none', 'clf__solver': 'sag'}",0.8104166666666667,0.809265873015873,0.8046230158730159,0.8075198412698412,0.8079563492063493,0.0021834413721805294,66
119,0.6239727735519409,0.011976193795561208,0.01022261381149292,0.0004427201706866045,0.02,300,none,saga,"{'clf__C': 0.02, 'clf__max_iter': 300, 'clf__penalty': 'none', 'clf__solver': 'saga'}",0.8111706349206349,0.8078174603174603,0.8050396825396825,0.8076587301587301,0.807921626984127,0.0021760986758189572,67
424,0.6537988781929016,0.019894600393404422,0.011462032794952393,0.0032673832216450448,0.08,100,l1,saga,"{'clf__C': 0.08, 'clf__max_iter': 100, 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.8126190476190476,0.8059722222222222,0.8043849206349206,0.808670634920635,0.8079117063492063,0.0031198898442330635,68
66,0.5315800905227661,0.050964756177495865,0.01445150375366211,0.0021720715122906433,0.02,100,l2,newton-cg,"{'clf__C': 0.02, 'clf__max_iter': 100, 'clf__penalty': 'l2', 'clf__solver': 'newton-cg'}",0.8111904761904762,0.8105952380952381,0.8058730158730159,0.8039484126984127,0.8079017857142856,0.0030747047032245196,69
205,0.32316869497299194,0.02965360351416806,0.012208819389343262,0.0028515704412242393,0.04,200,l2,lbfgs,"{'clf__C': 0.04, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.8122420634920635,0.8081349206349207,0.8081746031746032,0.803015873015873,0.8078918650793652,0.0032725579317510727,70
9,0.612829864025116,0.029307904443337213,0.012244462966918945,0.002057161299543679,0.01,100,l2,saga,"{'clf__C': 0.01, 'clf__max_iter': 100, 'clf__penalty': 'l2', 'clf__solver': 'saga'}",0.8106150793650794,0.8069047619047619,0.8086111111111111,0.8054166666666667,0.8078869047619048,0.0019386910752257505,71
238,0.9236668944358826,0.06415040267079025,0.010977745056152344,0.0019764996049255177,0.04,300,none,sag,"{'clf__C': 0.04, 'clf__max_iter': 300, 'clf__penalty': 'none', 'clf__solver': 'sag'}",0.810218253968254,0.8098809523809524,0.8061507936507937,0.8052976190476191,0.8078869047619048,0.0021868869043289454,71
646,0.49896395206451416,0.015997930223676397,0.012692749500274658,0.0017607380054498333,0.11,300,l2,newton-cg,"{'clf__C': 0.11, 'clf__max_iter': 300, 'clf__penalty': 'l2', 'clf__solver': 'newton-cg'}",0.8134325396825397,0.8088492063492063,0.8063095238095238,0.8029166666666666,0.807876984126984,0.0038363750707598528,73
802,0.3864576816558838,0.0075042730573020655,0.011958122253417969,0.0012177946904638934,0.14,200,l1,liblinear,"{'clf__C': 0.14, 'clf__max_iter': 200, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.8125595238095238,0.8084126984126984,0.8034920634920635,0.8070039682539683,0.8078670634920635,0.0032481710117995086,74
809,0.594253659248352,0.03161320713229882,0.011960089206695557,0.0018646078364550232,0.14,200,l2,saga,"{'clf__C': 0.14, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'saga'}",0.8132936507936508,0.8082142857142857,0.8054365079365079,0.8045238095238095,0.8078670634920634,0.0034151632617724684,75
524,0.6954999566078186,0.06935571261170637,0.01072537899017334,0.0014697491604276362,0.09,300,l1,saga,"{'clf__C': 0.09, 'clf__max_iter': 300, 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.8115674603174603,0.8091468253968254,0.8043849206349206,0.8063095238095238,0.8078521825396825,0.0027331799322194462,76
286,0.5083884596824646,0.028457071358959144,0.013140320777893066,0.0030705581997670026,0.05,300,l2,newton-cg,"{'clf__C': 0.05, 'clf__max_iter': 300, 'clf__penalty': 'l2', 'clf__solver': 'newton-cg'}",0.8121428571428572,0.8076388888888889,0.8071428571428572,0.8044642857142857,0.8078472222222223,0.0027584539025926535,77
807,0.3772761821746826,0.006596984236608016,0.01122981309890747,0.0023895177310581,0.14,200,l2,liblinear,"{'clf__C': 0.14, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.810952380952381,0.8092261904761905,0.8052579365079365,0.805952380952381,0.8078472222222222,0.002336578060595824,78
535,0.3398595452308655,0.01043061733794931,0.011960923671722412,0.001993954311738369,0.09,300,none,lbfgs,"{'clf__C': 0.09, 'clf__max_iter': 300, 'clf__penalty': 'none', 'clf__solver': 'lbfgs'}",0.8128968253968254,0.8089087301587301,0.8046825396825397,0.8048809523809524,0.8078422619047618,0.00337042895079518,79
606,0.5356135964393616,0.015126226507453646,0.015981197357177734,0.0015884353025005197,0.11,100,l2,newton-cg,"{'clf__C': 0.11, 'clf__max_iter': 100, 'clf__penalty': 'l2', 'clf__solver': 'newton-cg'}",0.8106944444444445,0.8072619047619047,0.8055753968253968,0.807797619047619,0.8078323412698412,0.0018447246576173278,80
408,0.6864486336708069,0.003345456149925487,0.009966433048248291,0.0007039389879328558,0.06999999999999999,300,l2,sag,"{'clf__C': 0.06999999999999999, 'clf__max_iter': 300, 'clf__penalty': 'l2', 'clf__solver': 'sag'}",0.8112896825396826,0.8108730158730159,0.8050992063492064,0.8040079365079366,0.8078174603174604,0.0032899134944872435,81
555,0.317435622215271,0.009310772801662997,0.011212468147277832,0.0014740767374617875,0.09999999999999999,100,none,lbfgs,"{'clf__C': 0.09999999999999999, 'clf__max_iter': 100, 'clf__penalty': 'none', 'clf__solver': 'lbfgs'}",0.8098214285714286,0.807936507936508,0.8045039682539683,0.8089880952380952,0.8078125,0.0020235845949546287,82
324,0.6696233749389648,0.01113498280142733,0.010466575622558594,0.0021743142804793547,0.060000000000000005,200,l1,saga,"{'clf__C': 0.060000000000000005, 'clf__max_iter': 200, 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.8101587301587302,0.8081547619047619,0.8073809523809524,0.8055357142857142,0.8078075396825397,0.0016576962392481941,83
358,0.8816285729408264,0.04228883659750617,0.010216057300567627,0.0012949176706943003,0.060000000000000005,300,none,sag,"{'clf__C': 0.060000000000000005, 'clf__max_iter': 300, 'clf__penalty': 'none', 'clf__solver': 'sag'}",0.8073015873015873,0.8102777777777778,0.8089087301587301,0.8047420634920635,0.8078075396825397,0.002059601223428093,83
585,0.30921417474746704,0.016538037325885543,0.010216057300567627,0.0008233658751606068,0.09999999999999999,300,l2,lbfgs,"{'clf__C': 0.09999999999999999, 'clf__max_iter': 300, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.8093452380952381,0.8092063492063492,0.8085515873015873,0.8041071428571429,0.8078025793650794,0.0021545086213644437,85
