,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__max_iter,param_clf__penalty,param_clf__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
547,0.3944295048713684,0.011546224758277863,0.011477053165435791,0.001135593528507808,0.09999999999999999,100,l2,liblinear,"{'clf__C': 0.09999999999999999, 'clf__max_iter': 100, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.8095039682539683,0.8104960317460318,0.8057341269841269,0.8038690476190476,0.8074007936507936,0.002704387642710633,149
442,0.3936684727668762,0.014196974105956835,0.01220935583114624,0.0012948029619094118,0.08,200,l1,liblinear,"{'clf__C': 0.08, 'clf__max_iter': 200, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.8116071428571429,0.8078373015873016,0.8056746031746032,0.8044444444444444,0.8073908730158731,0.0027204435915109838,151
82,0.392910361289978,0.015761743096284583,0.011958956718444824,0.0007058759322324361,0.02,200,l1,liblinear,"{'clf__C': 0.02, 'clf__max_iter': 200, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.8123611111111111,0.8052976190476191,0.8082738095238096,0.8036111111111112,0.8073859126984128,0.0033223131028586646,152
42,0.39919227361679077,0.02213344192508484,0.01458197832107544,0.002212979060708607,0.01,300,l1,liblinear,"{'clf__C': 0.01, 'clf__max_iter': 300, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.8111507936507937,0.8085515873015873,0.8042460317460317,0.8055952380952381,0.8073859126984126,0.002673877979436731,153
339,0.648109495639801,0.037751079408165765,0.009967207908630371,0.0007046957205041295,0.060000000000000005,200,none,saga,"{'clf__C': 0.060000000000000005, 'clf__max_iter': 200, 'clf__penalty': 'none', 'clf__solver': 'saga'}",0.809265873015873,0.8075793650793651,0.8058531746031746,0.8068253968253968,0.8073809523809524,0.0012485031350002076,154
8,0.6034119725227356,0.024439492750519744,0.010727167129516602,0.0008145847881794371,0.01,100,l2,sag,"{'clf__C': 0.01, 'clf__max_iter': 100, 'clf__penalty': 'l2', 'clf__solver': 'sag'}",0.8088293650793651,0.8103373015873016,0.80375,0.8066071428571429,0.8073809523809523,0.0024809522540088767,155
106,0.5475473999977112,0.013758869195586224,0.013951718807220459,0.003590759386778259,0.02,300,l2,newton-cg,"{'clf__C': 0.02, 'clf__max_iter': 300, 'clf__penalty': 'l2', 'clf__solver': 'newton-cg'}",0.809702380952381,0.8079563492063492,0.8050793650793651,0.8067460317460318,0.8073710317460319,0.0016896853821354542,156
724,0.6898810863494873,0.026557554353204543,0.01071178913116455,0.0019152483700915093,0.13,100,l1,saga,"{'clf__C': 0.13, 'clf__max_iter': 100, 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.8115476190476191,0.8082936507936508,0.8051785714285714,0.8044642857142857,0.8073710317460318,0.0028085210579377622,157
169,0.6254264712333679,0.021259648484608713,0.0109633207321167,0.0015761615187423277,0.03,300,l2,saga,"{'clf__C': 0.03, 'clf__max_iter': 300, 'clf__penalty': 'l2', 'clf__solver': 'saga'}",0.8072420634920635,0.8095833333333333,0.8058928571428572,0.806765873015873,0.8073710317460318,0.0013658448273748288,157
485,0.3181501626968384,0.006622752084095191,0.011460959911346436,0.0011141416830373443,0.09,100,l2,lbfgs,"{'clf__C': 0.09, 'clf__max_iter': 100, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.8076587301587301,0.8075396825396826,0.8099404761904762,0.8043253968253968,0.8073660714285714,0.0019993156248294106,159
559,0.6347969174385071,0.014526524250852492,0.009243309497833252,0.0010814033282314627,0.09999999999999999,100,none,saga,"{'clf__C': 0.09999999999999999, 'clf__max_iter': 100, 'clf__penalty': 'none', 'clf__solver': 'saga'}",0.8087103174603174,0.8090277777777778,0.8053769841269841,0.8062896825396826,0.8073511904761905,0.0015558326506521982,160
419,0.6694270968437195,0.017738467260093992,0.009718000888824463,0.0012950323693187436,0.06999999999999999,300,none,saga,"{'clf__C': 0.06999999999999999, 'clf__max_iter': 300, 'clf__penalty': 'none', 'clf__solver': 'saga'}",0.8103373015873016,0.8079761904761905,0.8032738095238096,0.8078174603174603,0.8073511904761904,0.0025568499938213793,161
607,0.3909589648246765,0.0014516369902361484,0.012209296226501465,0.00043119242531337057,0.11,100,l2,liblinear,"{'clf__C': 0.11, 'clf__max_iter': 100, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.8106547619047619,0.8094444444444444,0.8062301587301587,0.8030753968253969,0.8073511904761904,0.002951034559229297,161
216,0.48288244009017944,0.010198673394884193,0.014950275421142578,0.0018641618237711368,0.04,200,none,newton-cg,"{'clf__C': 0.04, 'clf__max_iter': 200, 'clf__penalty': 'none', 'clf__solver': 'newton-cg'}",0.8093253968253968,0.8097420634920635,0.8046428571428571,0.8056746031746032,0.8073462301587302,0.0022225931078678996,163
635,0.3271528482437134,0.013921520960822184,0.010962247848510742,0.0015770300047627547,0.11,200,none,lbfgs,"{'clf__C': 0.11, 'clf__max_iter': 200, 'clf__penalty': 'none', 'clf__solver': 'lbfgs'}",0.8111706349206349,0.806984126984127,0.8054563492063492,0.8057738095238095,0.8073462301587302,0.0022804246950531974,163
278,0.8543294072151184,0.04569188963827999,0.009967565536499023,0.0009976638618334733,0.05,200,none,sag,"{'clf__C': 0.05, 'clf__max_iter': 200, 'clf__penalty': 'none', 'clf__solver': 'sag'}",0.8116071428571429,0.8063888888888889,0.8041269841269841,0.8072619047619047,0.8073462301587302,0.002713048797750333,163
162,0.39693713188171387,0.008829569392624937,0.011723935604095459,0.0012845265594163648,0.03,300,l1,liblinear,"{'clf__C': 0.03, 'clf__max_iter': 300, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.8082142857142857,0.8093253968253968,0.8070039682539683,0.8048214285714286,0.8073412698412699,0.0016705005978500781,166
498,0.8929390907287598,0.058739792734513775,0.010981142520904541,0.0018456272750696301,0.09,100,none,sag,"{'clf__C': 0.09, 'clf__max_iter': 100, 'clf__penalty': 'none', 'clf__solver': 'sag'}",0.8092857142857143,0.8096428571428571,0.8054166666666667,0.805,0.8073363095238096,0.0021368032042453885,167
625,0.31208229064941406,0.020259922402124635,0.012209177017211914,0.0010868836092920444,0.11,200,l2,lbfgs,"{'clf__C': 0.11, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.8094246031746032,0.8075595238095238,0.8069246031746031,0.8054365079365079,0.8073363095238094,0.0014308688949710498,168
582,0.4103756546974182,0.01783360028247275,0.012474536895751953,0.002865712460092955,0.09999999999999999,300,l1,liblinear,"{'clf__C': 0.09999999999999999, 'clf__max_iter': 300, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.8098809523809524,0.8103968253968254,0.8063690476190476,0.8026587301587301,0.8073263888888889,0.003108734280717068,169
568,0.7123028635978699,0.05092936720694176,0.010232269763946533,0.000422577523773161,0.09999999999999999,200,l2,sag,"{'clf__C': 0.09999999999999999, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'sag'}",0.8108333333333333,0.8070436507936508,0.8102777777777778,0.8011309523809523,0.8073214285714286,0.0038559250396387025,170
178,0.9529277086257935,0.04107023208020022,0.010961294174194336,0.000998983477020274,0.03,300,none,sag,"{'clf__C': 0.03, 'clf__max_iter': 300, 'clf__penalty': 'none', 'clf__solver': 'sag'}",0.8115476190476191,0.8058531746031746,0.8060515873015873,0.8058333333333333,0.8073214285714285,0.0024414841769183474,171
816,0.504830002784729,0.024835133657311055,0.013505280017852783,0.0022712485305879,0.14,200,none,newton-cg,"{'clf__C': 0.14, 'clf__max_iter': 200, 'clf__penalty': 'none', 'clf__solver': 'newton-cg'}",0.8093452380952381,0.8092460317460317,0.8076984126984127,0.8029563492063492,0.8073115079365079,0.0025978617932737257,172
828,0.7212205529212952,0.07076596791037476,0.01096963882446289,0.0015680345421241449,0.14,300,l2,sag,"{'clf__C': 0.14, 'clf__max_iter': 300, 'clf__penalty': 'l2', 'clf__solver': 'sag'}",0.8133531746031746,0.8077777777777778,0.8057341269841269,0.8023015873015873,0.8072916666666666,0.004009520058846539,173
446,0.5145120620727539,0.022580591104362387,0.011960506439208984,0.001865532654904536,0.08,200,l2,newton-cg,"{'clf__C': 0.08, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'newton-cg'}",0.8124801587301588,0.8054960317460318,0.8063888888888889,0.804781746031746,0.8072867063492063,0.00305202250777155,174
159,0.65059894323349,0.026320746637578028,0.010215938091278076,0.0010860767917875917,0.03,200,none,saga,"{'clf__C': 0.03, 'clf__max_iter': 200, 'clf__penalty': 'none', 'clf__solver': 'saga'}",0.810952380952381,0.8060714285714285,0.8052976190476191,0.8068253968253968,0.8072867063492063,0.0021842244128988386,174
327,0.3717554807662964,0.007557164628132925,0.010731399059295654,0.0008109079305201597,0.060000000000000005,200,l2,liblinear,"{'clf__C': 0.060000000000000005, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.8109126984126984,0.8067460317460318,0.8047420634920635,0.8067063492063492,0.8072767857142857,0.00225009863554413,176
68,0.6359835267066956,0.01726159849472161,0.011220335960388184,0.001889802353229805,0.02,100,l2,sag,"{'clf__C': 0.02, 'clf__max_iter': 100, 'clf__penalty': 'l2', 'clf__solver': 'sag'}",0.8071626984126984,0.810952380952381,0.8076785714285715,0.8032936507936508,0.8072718253968254,0.002717982404462932,177
827,0.38784730434417725,0.006656499710285203,0.01069796085357666,0.0018044355607214754,0.14,300,l2,liblinear,"{'clf__C': 0.14, 'clf__max_iter': 300, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.8103968253968254,0.8087103174603174,0.8036111111111112,0.8063492063492064,0.8072668650793651,0.002553763937132517,178
565,0.30734819173812866,0.012282525209881021,0.011710882186889648,0.0019134272408180913,0.09999999999999999,200,l2,lbfgs,"{'clf__C': 0.09999999999999999, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.8091468253968254,0.8071825396825397,0.8079563492063492,0.8047619047619048,0.8072619047619047,0.0016040166537626473,179
615,0.3207811117172241,0.017877906613931467,0.011460423469543457,0.0017958011315015105,0.11,100,none,lbfgs,"{'clf__C': 0.11, 'clf__max_iter': 100, 'clf__penalty': 'none', 'clf__solver': 'lbfgs'}",0.8118452380952381,0.8059722222222222,0.8070436507936508,0.8041865079365079,0.8072619047619047,0.0028361913689808685,179
87,0.3712501525878906,0.004014983327232489,0.011711478233337402,0.00129431004543098,0.02,200,l2,liblinear,"{'clf__C': 0.02, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.8107738095238095,0.809047619047619,0.8043253968253968,0.8048611111111111,0.8072519841269842,0.002734444454810214,181
447,0.3692805767059326,0.0026757247800958876,0.011974632740020752,0.002528634193279901,0.08,200,l2,liblinear,"{'clf__C': 0.08, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.8115674603174603,0.8080952380952381,0.8040079365079366,0.8053174603174603,0.8072470238095237,0.002898298678138963,182
268,0.6458711624145508,0.01991101931871095,0.009083747863769531,0.00023167165351061173,0.05,200,l2,sag,"{'clf__C': 0.05, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'sag'}",0.8097222222222222,0.8054761904761905,0.8074206349206349,0.8063690476190476,0.8072470238095237,0.0015861463429972062,182
328,0.6829142570495605,0.015600997708070979,0.009745001792907715,0.00044916378749565943,0.060000000000000005,200,l2,sag,"{'clf__C': 0.060000000000000005, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'sag'}",0.8078174603174603,0.8108730158730159,0.8063492063492064,0.8039285714285714,0.8072420634920635,0.002514523823301151,184
647,0.379719078540802,0.017778663424414035,0.011958897113800049,0.0021155193650633985,0.11,300,l2,liblinear,"{'clf__C': 0.11, 'clf__max_iter': 300, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.8116468253968254,0.8066468253968254,0.8045634920634921,0.806031746031746,0.8072222222222223,0.00266431390682561,185
264,0.6609161496162415,0.038050154651220185,0.009982287883758545,0.001209060288204571,0.05,200,l1,saga,"{'clf__C': 0.05, 'clf__max_iter': 200, 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.8101388888888889,0.8086309523809524,0.8036507936507936,0.806468253968254,0.8072222222222223,0.0024400325445252118,185
684,0.6591184139251709,0.014824542286546831,0.009218931198120117,0.0004318118212227856,0.12,200,l1,saga,"{'clf__C': 0.12, 'clf__max_iter': 200, 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.8103174603174603,0.8072619047619047,0.805515873015873,0.8057738095238095,0.807217261904762,0.0019099412366682513,187
399,0.6833299398422241,0.020695742219439407,0.011461794376373291,0.0014918213183334325,0.06999999999999999,200,none,saga,"{'clf__C': 0.06999999999999999, 'clf__max_iter': 200, 'clf__penalty': 'none', 'clf__solver': 'saga'}",0.810515873015873,0.805515873015873,0.8102777777777778,0.8025198412698412,0.8072073412698413,0.003361832973541074,188
478,0.8900165557861328,0.06987478968339893,0.010216236114501953,0.001294562159206641,0.08,300,none,sag,"{'clf__C': 0.08, 'clf__max_iter': 300, 'clf__penalty': 'none', 'clf__solver': 'sag'}",0.8106349206349206,0.8061111111111111,0.8054960317460318,0.8065873015873016,0.8072073412698413,0.0020163736235524424,188
589,0.611014723777771,0.025264118431992416,0.010828614234924316,0.001415355247808344,0.09999999999999999,300,l2,saga,"{'clf__C': 0.09999999999999999, 'clf__max_iter': 300, 'clf__penalty': 'l2', 'clf__solver': 'saga'}",0.8116666666666666,0.8050793650793651,0.8053968253968254,0.8066666666666666,0.807202380952381,0.0026449982984856775,190
338,0.9251999258995056,0.06600786346596273,0.009468138217926025,0.0004985928606716231,0.060000000000000005,200,none,sag,"{'clf__C': 0.060000000000000005, 'clf__max_iter': 200, 'clf__penalty': 'none', 'clf__solver': 'sag'}",0.8112103174603175,0.8092857142857143,0.8048611111111111,0.8034523809523809,0.807202380952381,0.003160216657883914,190
236,0.5068115592002869,0.024912117695209762,0.013207077980041504,0.0012953195774796592,0.04,300,none,newton-cg,"{'clf__C': 0.04, 'clf__max_iter': 300, 'clf__penalty': 'none', 'clf__solver': 'newton-cg'}",0.8110714285714286,0.8094444444444444,0.8020833333333334,0.8061706349206349,0.8071924603174604,0.003437482105590269,192
302,0.39818668365478516,0.007335559770833386,0.01134788990020752,0.0013903692306233809,0.060000000000000005,100,l1,liblinear,"{'clf__C': 0.060000000000000005, 'clf__max_iter': 100, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.8081150793650793,0.8086904761904762,0.8051190476190476,0.8068452380952381,0.8071924603174604,0.0013706641594844451,192
627,0.3797314167022705,0.007189684486524113,0.011476337909698486,0.0011269482500939204,0.11,200,l2,liblinear,"{'clf__C': 0.11, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.8101190476190476,0.8071428571428572,0.8058134920634921,0.8056746031746032,0.8071875,0.0017869470502312273,194
502,0.39791715145111084,0.013208813835307344,0.01171189546585083,0.0012949869717380964,0.09,200,l1,liblinear,"{'clf__C': 0.09, 'clf__max_iter': 200, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.8092857142857143,0.8096031746031747,0.8058134920634921,0.804047619047619,0.8071875,0.0023443942278289207,194
28,0.5953242182731628,0.02396565751887319,0.010962963104248047,5.591411304263389e-07,0.01,200,l2,sag,"{'clf__C': 0.01, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'sag'}",0.8062103174603175,0.8110912698412699,0.8068452380952381,0.8045833333333333,0.8071825396825397,0.0024027605743030572,196
725,0.31120967864990234,0.019521339015717416,0.0117112398147583,0.0012949523175645261,0.13,100,l2,lbfgs,"{'clf__C': 0.13, 'clf__max_iter': 100, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.8096230158730159,0.8069444444444445,0.8033333333333333,0.8087698412698413,0.8071676587301587,0.0024159699633651507,197
536,0.5302453637123108,0.00625517322642117,0.012955784797668457,0.0007047806140165437,0.09,300,none,newton-cg,"{'clf__C': 0.09, 'clf__max_iter': 300, 'clf__penalty': 'none', 'clf__solver': 'newton-cg'}",0.8096031746031747,0.8083333333333333,0.8055952380952381,0.8050992063492064,0.8071577380952382,0.0018735756641780823,198
479,0.6321825981140137,0.010822304965354055,0.01046663522720337,0.0014925635207041774,0.08,300,none,saga,"{'clf__C': 0.08, 'clf__max_iter': 300, 'clf__penalty': 'none', 'clf__solver': 'saga'}",0.8087301587301587,0.8114880952380953,0.8065873015873016,0.8018253968253968,0.8071577380952382,0.0035349597191997196,198
722,0.3864881992340088,0.01914672145078343,0.01295548677444458,0.001221882684864339,0.13,100,l1,liblinear,"{'clf__C': 0.13, 'clf__max_iter': 100, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.8073214285714285,0.8084722222222223,0.8065277777777777,0.8063095238095238,0.807157738095238,0.0008471984077170655,200
685,0.3247854709625244,0.018105761450342407,0.01146233081817627,0.0014955205995614612,0.12,200,l2,lbfgs,"{'clf__C': 0.12, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.8117063492063492,0.8079960317460317,0.8060515873015873,0.8028571428571428,0.8071527777777778,0.0032059004135464478,201
219,0.6265741586685181,0.017915611364273384,0.009964585304260254,0.0006510876915350288,0.04,200,none,saga,"{'clf__C': 0.04, 'clf__max_iter': 200, 'clf__penalty': 'none', 'clf__solver': 'saga'}",0.8103769841269841,0.8094642857142857,0.8045436507936508,0.8041865079365079,0.8071428571428572,0.002799307157018488,202
629,0.6122217178344727,0.02241612024140835,0.010464489459991455,0.0020548547912921547,0.11,200,l2,saga,"{'clf__C': 0.11, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'saga'}",0.8096428571428571,0.8087698412698413,0.8053571428571429,0.804781746031746,0.8071378968253968,0.0021012258398181187,203
225,0.3424997925758362,0.011797223511499356,0.01443547010421753,0.001628732597993337,0.04,300,l2,lbfgs,"{'clf__C': 0.04, 'clf__max_iter': 300, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.8071230158730158,0.8092261904761905,0.8080555555555555,0.8041071428571429,0.8071279761904762,0.0018965999380353858,204
359,0.6512095332145691,0.027086904624956217,0.00949925184249878,0.0008822219144109013,0.060000000000000005,300,none,saga,"{'clf__C': 0.060000000000000005, 'clf__max_iter': 300, 'clf__penalty': 'none', 'clf__solver': 'saga'}",0.808670634920635,0.8083928571428571,0.8032539682539682,0.8081746031746032,0.8071230158730159,0.0022407022837976224,205
688,0.758575439453125,0.0023851363432954155,0.00996696949005127,0.0007041898778971954,0.12,200,l2,sag,"{'clf__C': 0.12, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'sag'}",0.811329365079365,0.8075,0.8050992063492064,0.8045634920634921,0.8071230158730158,0.002668447947681072,206
139,0.6296818256378174,0.00986128969523805,0.00947493314743042,0.0004898419624684271,0.03,100,none,saga,"{'clf__C': 0.03, 'clf__max_iter': 100, 'clf__penalty': 'none', 'clf__solver': 'saga'}",0.8120436507936508,0.8064285714285714,0.8053174603174603,0.8046825396825397,0.8071180555555555,0.0029116471966085383,207
586,0.5025708079338074,0.023195853691199746,0.012205243110656738,0.0014751664644998405,0.09999999999999999,300,l2,newton-cg,"{'clf__C': 0.09999999999999999, 'clf__max_iter': 300, 'clf__penalty': 'l2', 'clf__solver': 'newton-cg'}",0.80875,0.8097222222222222,0.8060714285714285,0.8039087301587302,0.8071130952380953,0.0022825438563773824,208
282,0.3827041983604431,0.010999507636641833,0.01121145486831665,0.0016352877753189365,0.05,300,l1,liblinear,"{'clf__C': 0.05, 'clf__max_iter': 300, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.8121031746031746,0.8064087301587302,0.8041269841269841,0.8058134920634921,0.8071130952380952,0.0030001187565728005,209
662,0.39238041639328003,0.0029908357450635164,0.010220468044281006,0.0008200953732473867,0.12,100,l1,liblinear,"{'clf__C': 0.12, 'clf__max_iter': 100, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.8091666666666667,0.809702380952381,0.8065674603174603,0.8029960317460317,0.8071081349206349,0.002653742026259834,210
427,0.3964424133300781,0.010000881338432745,0.012191295623779297,0.0019350167989617489,0.08,100,l2,liblinear,"{'clf__C': 0.08, 'clf__max_iter': 100, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.8097420634920635,0.8073214285714285,0.8052976190476191,0.8060515873015873,0.8071031746031746,0.0016865079365079051,211
242,0.4319840669631958,0.027780140739989717,0.01220923662185669,0.0028521380965875376,0.05,100,l1,liblinear,"{'clf__C': 0.05, 'clf__max_iter': 100, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.8096428571428571,0.8090079365079365,0.8051785714285714,0.8045238095238095,0.8070882936507936,0.002260223503194197,212
735,0.31743568181991577,0.012073548014954954,0.010963737964630127,0.000997126904111667,0.13,100,none,lbfgs,"{'clf__C': 0.13, 'clf__max_iter': 100, 'clf__penalty': 'none', 'clf__solver': 'lbfgs'}",0.810734126984127,0.8093055555555555,0.8036904761904762,0.8046031746031747,0.8070833333333334,0.0029970499163440756,213
146,0.5105404853820801,0.007029328310834718,0.012716054916381836,0.0013009400270420418,0.03,200,l2,newton-cg,"{'clf__C': 0.03, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'newton-cg'}",0.8094642857142857,0.8060912698412699,0.806329365079365,0.8063888888888889,0.8070684523809524,0.0013877103134376362,214
136,0.5419504046440125,0.011532661151750258,0.014950215816497803,0.0024406494935136315,0.03,100,none,newton-cg,"{'clf__C': 0.03, 'clf__max_iter': 100, 'clf__penalty': 'none', 'clf__solver': 'newton-cg'}",0.8106349206349206,0.8066071428571429,0.8064880952380953,0.8045436507936508,0.8070684523809524,0.002216074217610194,214
107,0.36780470609664917,0.008818493785175971,0.0117112398147583,0.0014727477336247152,0.02,300,l2,liblinear,"{'clf__C': 0.02, 'clf__max_iter': 300, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.8088888888888889,0.8073015873015873,0.8066269841269841,0.8054365079365079,0.807063492063492,0.0012476357081160844,216
244,0.7011828422546387,0.026459557579767427,0.009469687938690186,0.0008641404745271346,0.05,100,l1,saga,"{'clf__C': 0.05, 'clf__max_iter': 100, 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.809702380952381,0.8067261904761904,0.8067261904761904,0.8050793650793651,0.8070585317460317,0.001667928412705234,217
364,0.6578139662742615,0.024680110238429205,0.010714232921600342,0.0010860495231881347,0.06999999999999999,100,l1,saga,"{'clf__C': 0.06999999999999999, 'clf__max_iter': 100, 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.8071825396825397,0.8083333333333333,0.8066071428571429,0.8060912698412699,0.8070535714285714,0.0008336285380375228,218
455,0.3357970714569092,0.01468415739836223,0.011462509632110596,0.0011147828189523943,0.08,200,none,lbfgs,"{'clf__C': 0.08, 'clf__max_iter': 200, 'clf__penalty': 'none', 'clf__solver': 'lbfgs'}",0.8089285714285714,0.8095634920634921,0.8074206349206349,0.8022222222222222,0.80703373015873,0.0028848926605049958,219
746,0.5349146723747253,0.016509646095970425,0.012915432453155518,0.0011878479405066625,0.13,200,l2,newton-cg,"{'clf__C': 0.13, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'newton-cg'}",0.8115476190476191,0.8087301587301587,0.8037301587301587,0.8041071428571429,0.8070287698412699,0.00326846530491307,220
208,0.6748809218406677,0.03167701817253438,0.011959195137023926,0.0007052900022928593,0.04,200,l2,sag,"{'clf__C': 0.04, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'sag'}",0.8087103174603174,0.8097222222222222,0.8051190476190476,0.8045634920634921,0.8070287698412698,0.002225248391260895,221
15,0.3554036021232605,0.0023515860100639984,0.012483358383178711,0.0011020524421942687,0.01,100,none,lbfgs,"{'clf__C': 0.01, 'clf__max_iter': 100, 'clf__penalty': 'none', 'clf__solver': 'lbfgs'}",0.807797619047619,0.806031746031746,0.8090079365079365,0.8052777777777778,0.8070287698412697,0.0014635794716821619,222
755,0.3233388662338257,0.013239907985276928,0.010713815689086914,0.0014862762758981179,0.13,200,none,lbfgs,"{'clf__C': 0.13, 'clf__max_iter': 200, 'clf__penalty': 'none', 'clf__solver': 'lbfgs'}",0.8076587301587301,0.8084722222222223,0.8053968253968254,0.8065674603174603,0.8070238095238096,0.0011571900778572384,223
376,0.4928639531135559,0.010282063021125708,0.012458324432373047,0.0014950434377423438,0.06999999999999999,100,none,newton-cg,"{'clf__C': 0.06999999999999999, 'clf__max_iter': 100, 'clf__penalty': 'none', 'clf__solver': 'newton-cg'}",0.808670634920635,0.8067460317460318,0.8072619047619047,0.8053373015873015,0.8070039682539683,0.0011925411984297176,224
788,0.7561184763908386,0.025119806502154694,0.010215938091278076,0.0004319834242428285,0.14,100,l2,sag,"{'clf__C': 0.14, 'clf__max_iter': 100, 'clf__penalty': 'l2', 'clf__solver': 'sag'}",0.8072817460317461,0.809781746031746,0.8051190476190476,0.8058333333333333,0.8070039682539683,0.0017830116232026353,224
209,0.6064265966415405,0.013514253677805222,0.010464131832122803,0.0016513455583175795,0.04,200,l2,saga,"{'clf__C': 0.04, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'saga'}",0.8104960317460318,0.8073412698412699,0.8066468253968254,0.8034920634920635,0.8069940476190476,0.002488418784816368,226
147,0.40975892543792725,0.006479601677546743,0.012209892272949219,0.0017792688728096118,0.03,200,l2,liblinear,"{'clf__C': 0.03, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.810515873015873,0.8076587301587301,0.8046031746031747,0.8051984126984127,0.8069940476190476,0.0023337542474795897,226
808,0.7431800365447998,0.02914910088107659,0.010365426540374756,0.0008211714475344206,0.14,200,l2,sag,"{'clf__C': 0.14, 'clf__max_iter': 200, 'clf__penalty': 'l2', 'clf__solver': 'sag'}",0.8111111111111111,0.8094444444444444,0.803531746031746,0.8038690476190476,0.8069890873015872,0.003343191411736335,228
822,0.4057743549346924,0.017791606863084154,0.013205945491790771,0.002270370925829965,0.14,300,l1,liblinear,"{'clf__C': 0.14, 'clf__max_iter': 300, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.8084722222222223,0.8086507936507936,0.8072619047619047,0.8035515873015873,0.8069841269841269,0.0020525407658227228,229
396,0.5177748799324036,0.010076137305289919,0.012338221073150635,0.0025781865974540603,0.06999999999999999,200,none,newton-cg,"{'clf__C': 0.06999999999999999, 'clf__max_iter': 200, 'clf__penalty': 'none', 'clf__solver': 'newton-cg'}",0.8123214285714285,0.8056547619047619,0.8059126984126984,0.8040277777777778,0.8069791666666667,0.0031678802511539406,230
378,0.8733627200126648,0.03745882880723569,0.00971829891204834,0.00043188248930552944,0.06999999999999999,100,none,sag,"{'clf__C': 0.06999999999999999, 'clf__max_iter': 100, 'clf__penalty': 'none', 'clf__solver': 'sag'}",0.8095634920634921,0.8080753968253969,0.8049404761904762,0.8052976190476191,0.8069692460317461,0.0019276881162698558,231
115,0.35757529735565186,0.02508106025050385,0.012956559658050537,0.0017272797779029618,0.02,300,none,lbfgs,"{'clf__C': 0.02, 'clf__max_iter': 300, 'clf__penalty': 'none', 'clf__solver': 'lbfgs'}",0.8091468253968254,0.8056349206349206,0.8082936507936508,0.8048015873015874,0.806969246031746,0.001801046119594235,232
