,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__colsample_bytree,param_clf__max_depth,param_clf__min_child_weight,param_clf__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
73,14.664803326129913,0.13310415588823515,0.06868249177932739,0.00600766860606759,0.6,9,6,0.9,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 9, 'clf__min_child_weight': 6, 'clf__subsample': 0.9}",0.8827579365079365,0.883452380952381,0.8840476190476191,0.8826785714285714,0.8832341269841271,0.000557853806329753,84
50,10.936482548713684,1.1678754220065104,0.06491965055465698,0.004126515835547171,0.6,6,7,0.95,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 6, 'clf__min_child_weight': 7, 'clf__subsample': 0.95}",0.8827380952380952,0.8821230158730159,0.885436507936508,0.8826388888888889,0.883234126984127,0.0012928075691821968,85
86,18.200302302837372,0.06991861357155141,0.07412707805633545,0.004005488165750094,0.6,10,7,0.95,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 10, 'clf__min_child_weight': 7, 'clf__subsample': 0.95}",0.8825,0.8841865079365079,0.8837896825396825,0.8823611111111112,0.8832093253968254,0.0007928288154130213,86
0,6.350088179111481,0.04733724874924349,0.06441068649291992,0.019516182653948524,0.5,6,6,0.8,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 6, 'clf__min_child_weight': 6, 'clf__subsample': 0.8}",0.883968253968254,0.883015873015873,0.8845238095238095,0.8812896825396825,0.8831994047619047,0.0012273854267619592,87
1,5.759939193725586,0.06749126717335462,0.05204033851623535,0.010152146548009177,0.5,6,6,0.9,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 6, 'clf__min_child_weight': 6, 'clf__subsample': 0.9}",0.8833333333333333,0.8827777777777778,0.8835119047619048,0.8831150793650794,0.8831845238095238,0.00027367290127249574,88
41,60.77070587873459,5.426592735465035,0.12332689762115479,0.006343626244998199,0.5,10,7,0.95,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 10, 'clf__min_child_weight': 7, 'clf__subsample': 0.95}",0.8826388888888889,0.8834920634920634,0.8842063492063492,0.8822222222222222,0.8831398809523809,0.0007672153659009134,89
76,14.083586633205414,0.0820825513418979,0.062249183654785156,0.0016370035973465916,0.6,9,7,0.9,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 9, 'clf__min_child_weight': 7, 'clf__subsample': 0.9}",0.8827380952380952,0.8828968253968253,0.88375,0.883015873015873,0.8831001984126985,0.00038788921358181964,90
75,14.076530396938324,0.21670741503966945,0.07491403818130493,0.010323033819992366,0.6,9,7,0.8,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 9, 'clf__min_child_weight': 7, 'clf__subsample': 0.8}",0.8829365079365079,0.8828769841269841,0.8836904761904761,0.8828174603174603,0.8830803571428572,0.0003547580763082858,91
27,56.18868899345398,3.6442271593720266,0.10912710428237915,0.005395268004921833,0.5,9,6,0.8,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 9, 'clf__min_child_weight': 6, 'clf__subsample': 0.8}",0.8823214285714286,0.8832539682539683,0.8837896825396825,0.8829365079365079,0.8830753968253968,0.0005314720331737454,92
117,15.329956114292145,0.23069258570572646,0.06635284423828125,0.003170904238694406,0.7,9,6,0.8,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 9, 'clf__min_child_weight': 6, 'clf__subsample': 0.8}",0.8819047619047619,0.8840079365079365,0.8841071428571429,0.8822222222222222,0.8830605158730158,0.0010039344330522826,93
78,13.534045338630676,0.10326386618998637,0.06910097599029541,0.01041908518835062,0.6,9,8,0.8,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 9, 'clf__min_child_weight': 8, 'clf__subsample': 0.8}",0.8827777777777778,0.8828968253968253,0.8842857142857142,0.8822023809523809,0.8830406746031745,0.0007652887348952756,94
33,50.03737938404083,5.80726670339778,0.12452548742294312,0.010746623095923566,0.5,9,8,0.8,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 9, 'clf__min_child_weight': 8, 'clf__subsample': 0.8}",0.8824603174603175,0.8831746031746032,0.8840079365079365,0.8824801587301587,0.883030753968254,0.0006332715128259848,95
131,19.405738949775696,0.24844232925747145,0.08421885967254639,0.0031912208872368047,0.7,10,7,0.95,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 10, 'clf__min_child_weight': 7, 'clf__subsample': 0.95}",0.8822420634920635,0.8825992063492063,0.8843253968253968,0.8829563492063492,0.883030753968254,0.0007889711989173536,95
43,37.65974682569504,2.4406317971346363,0.08269715309143066,0.005569984652207788,0.5,10,8,0.9,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 10, 'clf__min_child_weight': 8, 'clf__subsample': 0.9}",0.8833928571428571,0.8827380952380952,0.8838095238095238,0.8821626984126985,0.8830257936507937,0.0006278280687419196,97
72,14.741134583950043,0.2297730781328254,0.06884533166885376,0.0032401351666869844,0.6,9,6,0.8,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 9, 'clf__min_child_weight': 6, 'clf__subsample': 0.8}",0.8823015873015873,0.883015873015873,0.8840674603174603,0.8826388888888889,0.8830059523809524,0.0006629033282654139,98
122,14.82049560546875,0.1704112533804031,0.06946206092834473,0.006036930329898123,0.7,9,7,0.95,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 9, 'clf__min_child_weight': 7, 'clf__subsample': 0.95}",0.8834920634920634,0.8825595238095238,0.8838888888888888,0.8820833333333333,0.8830059523809524,0.0007187498288364756,98
8,6.204216539859772,0.9838799633975416,0.056311726570129395,0.013344095439083116,0.5,6,8,0.95,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 6, 'clf__min_child_weight': 8, 'clf__subsample': 0.95}",0.8819444444444444,0.8833730158730159,0.885297619047619,0.8813293650793651,0.882986111111111,0.0015266500166602065,100
85,18.340061128139496,0.20532912077963528,0.07763081789016724,0.00467736422562805,0.6,10,7,0.9,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 10, 'clf__min_child_weight': 7, 'clf__subsample': 0.9}",0.8819642857142858,0.8824801587301587,0.8840277777777777,0.8832142857142857,0.882921626984127,0.0007779163253260816,101
40,59.2350058555603,3.0519256048603842,0.11865073442459106,0.0153884074643247,0.5,10,7,0.9,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 10, 'clf__min_child_weight': 7, 'clf__subsample': 0.9}",0.8820436507936508,0.8821031746031746,0.8839880952380952,0.8834920634920634,0.882906746031746,0.0008518469736788826,102
115,11.042464792728424,0.18472632488340784,0.06010115146636963,0.005984688933982445,0.7,8,8,0.9,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 8, 'clf__min_child_weight': 8, 'clf__subsample': 0.9}",0.8826785714285714,0.8832738095238095,0.8833730158730159,0.8822619047619048,0.8828968253968253,0.0004526680375614842,103
38,60.49695283174515,4.821685985119408,0.11519390344619751,0.011030408873514677,0.5,10,6,0.95,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 10, 'clf__min_child_weight': 6, 'clf__subsample': 0.95}",0.8817063492063492,0.8824801587301587,0.8843452380952381,0.8829761904761905,0.8828769841269841,0.0009609198884392165,104
96,5.257925093173981,0.05109164402761787,0.05190706253051758,0.013691202720239362,0.7,6,8,0.8,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 6, 'clf__min_child_weight': 8, 'clf__subsample': 0.8}",0.8816865079365079,0.8819047619047619,0.885,0.8828571428571429,0.8828621031746032,0.0013104535390051756,105
125,13.824049770832062,0.1585075587182513,0.06814718246459961,0.004186589832398662,0.7,9,8,0.95,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 9, 'clf__min_child_weight': 8, 'clf__subsample': 0.95}",0.8812896825396825,0.8826190476190476,0.884265873015873,0.8829761904761905,0.8827876984126984,0.0010598377306781925,106
5,4.986415863037109,0.79601720719515,0.0468440055847168,0.008486992276964807,0.5,6,7,0.95,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 6, 'clf__min_child_weight': 7, 'clf__subsample': 0.95}",0.8826785714285714,0.8823214285714286,0.8836309523809524,0.8823809523809524,0.8827529761904762,0.0005246459096370138,107
118,15.206177771091461,0.2029557911801467,0.06628483533859253,0.004576539139539892,0.7,9,6,0.9,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 9, 'clf__min_child_weight': 6, 'clf__subsample': 0.9}",0.8817658730158731,0.8821825396825397,0.8839285714285714,0.8830555555555556,0.882733134920635,0.0008324323124054454,108
44,39.0629066824913,1.8549258210609698,0.11860811710357666,0.03280028467357454,0.5,10,8,0.95,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 10, 'clf__min_child_weight': 8, 'clf__subsample': 0.95}",0.882281746031746,0.8832142857142857,0.8830555555555556,0.8823809523809524,0.8827331349206349,0.0004071994665772073,109
120,14.973330795764923,0.3134609531397789,0.06918579339981079,0.007998091010534702,0.7,9,7,0.8,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 9, 'clf__min_child_weight': 7, 'clf__subsample': 0.8}",0.8815873015873016,0.8829365079365079,0.8843055555555556,0.8819047619047619,0.8826835317460318,0.001061032659510427,110
134,15.947990775108337,2.2158423036941555,0.07250553369522095,0.006512519635715031,0.7,10,8,0.95,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 10, 'clf__min_child_weight': 8, 'clf__subsample': 0.95}",0.8820634920634921,0.8836904761904761,0.8832936507936507,0.8816865079365079,0.8826835317460318,0.0008313675557697338,110
89,17.410385847091675,0.2259710926077249,0.06682008504867554,0.0011824426141650583,0.6,10,8,0.95,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 10, 'clf__min_child_weight': 8, 'clf__subsample': 0.95}",0.8816865079365079,0.8823809523809524,0.8841666666666667,0.8824404761904762,0.8826686507936509,0.0009142606540050959,112
121,15.045220375061035,0.23168180096451163,0.07354789972305298,0.007745056931313449,0.7,9,7,0.9,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 9, 'clf__min_child_weight': 7, 'clf__subsample': 0.9}",0.8827777777777778,0.8815873015873016,0.8838888888888888,0.8823611111111112,0.8826537698412698,0.0008312491652880623,113
123,14.25678676366806,0.14346587330672947,0.06505817174911499,0.001988073206930654,0.7,9,8,0.8,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 9, 'clf__min_child_weight': 8, 'clf__subsample': 0.8}",0.8828968253968253,0.8823412698412698,0.8834920634920634,0.8818452380952381,0.8826438492063492,0.0006149793505475483,114
42,43.57898700237274,5.729123451525823,0.09973424673080444,0.010404103858017896,0.5,10,8,0.8,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 10, 'clf__min_child_weight': 8, 'clf__subsample': 0.8}",0.8825793650793651,0.882718253968254,0.8831746031746032,0.8817658730158731,0.8825595238095238,0.0005083780942586714,115
83,18.896857738494873,0.33348426786207086,0.07443380355834961,0.004776391815529273,0.6,10,6,0.95,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 10, 'clf__min_child_weight': 6, 'clf__subsample': 0.95}",0.8831944444444444,0.8819246031746032,0.8833134920634921,0.8817658730158731,0.8825496031746032,0.0007078496414425643,116
88,17.631860554218292,0.2065013078295839,0.06828522682189941,0.001370987931216044,0.6,10,8,0.9,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 10, 'clf__min_child_weight': 8, 'clf__subsample': 0.9}",0.8813293650793651,0.8835912698412698,0.8824801587301587,0.8826587301587302,0.8825148809523808,0.0008040458867781174,117
3,4.904844403266907,1.3106813740856442,0.08372533321380615,0.047728880234528315,0.5,6,7,0.8,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 6, 'clf__min_child_weight': 7, 'clf__subsample': 0.8}",0.8812698412698413,0.8817857142857143,0.8845238095238095,0.882281746031746,0.8824652777777778,0.0012411800670606471,118
133,18.557067692279816,0.10158133120554387,0.07304269075393677,0.004932000399465805,0.7,10,8,0.9,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 10, 'clf__min_child_weight': 8, 'clf__subsample': 0.9}",0.8825,0.8821626984126985,0.8833333333333333,0.8815674603174604,0.8823908730158729,0.0006383988310791825,119
82,19.19295072555542,0.34691808074720853,0.08387738466262817,0.010161364890123883,0.6,10,6,0.9,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 10, 'clf__min_child_weight': 6, 'clf__subsample': 0.9}",0.8817063492063492,0.8821230158730159,0.8835119047619048,0.8821825396825397,0.8823809523809524,0.0006782406601245082,120
128,19.916011929512024,0.174711028966506,0.07221388816833496,0.001729896526894786,0.7,10,6,0.95,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 10, 'clf__min_child_weight': 6, 'clf__subsample': 0.95}",0.8817261904761905,0.8818849206349206,0.8829365079365079,0.8824801587301587,0.8822569444444444,0.00048263149678671725,121
37,72.79609781503677,5.762855871564211,0.11087828874588013,0.0075390499296723,0.5,10,6,0.9,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 10, 'clf__min_child_weight': 6, 'clf__subsample': 0.9}",0.8818253968253968,0.8816269841269841,0.8833928571428571,0.8821230158730159,0.8822420634920635,0.0006874649261535575,122
132,18.4098100066185,0.1569806508089697,0.07724130153656006,0.004315731476226004,0.7,10,8,0.8,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 10, 'clf__min_child_weight': 8, 'clf__subsample': 0.8}",0.8814087301587301,0.8826587301587302,0.8825793650793651,0.8819246031746032,0.8821428571428572,0.0005106959395331084,123
130,19.447581231594086,0.3076808826454078,0.07810938358306885,0.0029812953507155227,0.7,10,7,0.9,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 10, 'clf__min_child_weight': 7, 'clf__subsample': 0.9}",0.8815277777777778,0.8825396825396825,0.8824007936507936,0.8817063492063492,0.8820436507936508,0.00043402069155211513,124
127,20.719112157821655,0.18259866022343732,0.07499271631240845,0.004187391671125537,0.7,10,6,0.9,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 10, 'clf__min_child_weight': 6, 'clf__subsample': 0.9}",0.881468253968254,0.8825992063492063,0.8825793650793651,0.8815079365079365,0.8820386904761905,0.0005508186305002834,125
4,5.288865566253662,0.362366555494427,0.05809563398361206,0.016843293202171837,0.5,6,7,0.9,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 6, 'clf__min_child_weight': 7, 'clf__subsample': 0.9}",0.8796230158730158,0.8841269841269841,0.8828769841269841,0.8814880952380952,0.8820287698412698,0.0016734658530690937,126
84,18.37454444169998,0.2291978134572866,0.07431149482727051,0.007162589898978628,0.6,10,7,0.8,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 10, 'clf__min_child_weight': 7, 'clf__subsample': 0.8}",0.8816269841269841,0.8817063492063492,0.8832539682539683,0.8813293650793651,0.8819791666666666,0.0007493035262424865,127
36,78.1762342453003,6.229151732854661,0.1297263503074646,0.02655498466192024,0.5,10,6,0.8,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 10, 'clf__min_child_weight': 6, 'clf__subsample': 0.8}",0.8808333333333334,0.8822420634920635,0.8837301587301587,0.880734126984127,0.8818849206349206,0.0012209234750888854,128
126,20.50145596265793,0.32439160105032117,0.07798206806182861,0.004908801336669049,0.7,10,6,0.8,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 10, 'clf__min_child_weight': 6, 'clf__subsample': 0.8}",0.8813293650793651,0.881984126984127,0.8831150793650794,0.8808928571428571,0.8818303571428572,0.0008372657358983777,129
6,5.259418249130249,0.21649267533916638,0.04049050807952881,0.002212361449090495,0.5,6,8,0.8,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 6, 'clf__min_child_weight': 8, 'clf__subsample': 0.8}",0.8796825396825397,0.882281746031746,0.8840277777777777,0.8810912698412698,0.8817708333333334,0.0015951180929948596,130
87,17.480962991714478,0.26783661404578635,0.0718376636505127,0.003368475009986711,0.6,10,8,0.8,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 10, 'clf__min_child_weight': 8, 'clf__subsample': 0.8}",0.8810119047619047,0.8819047619047619,0.8818253968253968,0.8820436507936508,0.8816964285714285,0.0004028559623858609,131
39,60.47277182340622,4.759604080707357,0.11866003274917603,0.014642098703824326,0.5,10,7,0.8,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 10, 'clf__min_child_weight': 7, 'clf__subsample': 0.8}",0.8801984126984127,0.8822222222222222,0.8820039682539682,0.8822420634920635,0.8816666666666666,0.0008528284642990979,132
129,18.96975076198578,0.03781428855491428,0.0759935975074768,0.0008279069689543287,0.7,10,7,0.8,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 10, 'clf__min_child_weight': 7, 'clf__subsample': 0.8}",0.8805753968253969,0.8814087301587301,0.8829563492063492,0.8811507936507936,0.8815228174603176,0.0008809138371019003,133
81,19.541634500026703,0.478692050425222,0.08261007070541382,0.011089574875191927,0.6,10,6,0.8,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 10, 'clf__min_child_weight': 6, 'clf__subsample': 0.8}",0.8805357142857143,0.8807539682539682,0.882797619047619,0.8805357142857143,0.881155753968254,0.000952109646376166,134
63,8.41890424489975,4.760602922441509,0.047847867012023926,0.03045601772931743,0.6,8,6,0.8,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 8, 'clf__min_child_weight': 6, 'clf__subsample': 0.8}",,0.8832738095238095,0.8860714285714286,0.8842063492063492,,,135
