,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__colsample_bytree,param_clf__max_depth,param_clf__min_child_weight,param_clf__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
106,7.620026528835297,0.15778748223333341,0.05553382635116577,0.007596665599335556,0.7,7,8,0.9,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 7, 'clf__min_child_weight': 8, 'clf__subsample': 0.9}",0.8848015873015873,0.8851587301587301,0.8850595238095238,0.8836706349206349,0.8846726190476191,0.0005930017513443822,16
26,39.99641978740692,3.8942412576927103,0.09443098306655884,0.006100891328096723,0.5,8,8,0.95,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 8, 'clf__min_child_weight': 8, 'clf__subsample': 0.95}",0.8839880952380952,0.8846825396825397,0.8856349206349207,0.8843849206349207,0.8846726190476191,0.0006077552933530601,16
54,17.07589828968048,1.0009897067840015,0.0856357216835022,0.006677884411769798,0.6,7,6,0.8,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 7, 'clf__min_child_weight': 6, 'clf__subsample': 0.8}",0.8845238095238095,0.8856547619047619,0.8847222222222222,0.883531746031746,0.884608134920635,0.0007540172028805884,18
55,14.98358803987503,0.979656670234544,0.08461838960647583,0.018298644671892624,0.6,7,6,0.9,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 7, 'clf__min_child_weight': 6, 'clf__subsample': 0.9}",0.8851388888888889,0.8841865079365079,0.884484126984127,0.8843055555555556,0.8845287698412698,0.0003678335444734826,19
12,18.344113945961,1.2679508989917798,0.075905442237854,0.01379515825376819,0.5,7,7,0.8,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 7, 'clf__min_child_weight': 7, 'clf__subsample': 0.8}",0.8836706349206349,0.8847420634920635,0.8855357142857143,0.8841468253968254,0.8845238095238096,0.0006967083280190364,20
113,11.116638600826263,0.10662122443993993,0.062077105045318604,0.006113976396686697,0.7,8,7,0.95,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 8, 'clf__min_child_weight': 7, 'clf__subsample': 0.95}",0.8834325396825397,0.8845039682539683,0.8857142857142857,0.8843055555555556,0.8844890873015874,0.0008141420893092149,21
23,31.756917119026184,2.8744089201069696,0.11544054746627808,0.021807162685223234,0.5,8,7,0.95,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 8, 'clf__min_child_weight': 7, 'clf__subsample': 0.95}",0.8841071428571429,0.8848015873015873,0.8854166666666666,0.8833928571428571,0.8844295634920634,0.0007568833319065247,22
92,5.355277419090271,0.007926359526374013,0.04210871458053589,0.002376621168862528,0.7,6,6,0.95,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 6, 'clf__min_child_weight': 6, 'clf__subsample': 0.95}",0.8837698412698413,0.8847619047619047,0.8859722222222223,0.883095238095238,0.8843998015873016,0.0010842464282373493,23
13,23.237896621227264,1.017550904009991,0.08188295364379883,0.008772258274202981,0.5,7,7,0.9,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 7, 'clf__min_child_weight': 7, 'clf__subsample': 0.9}",0.8830753968253968,0.8844047619047619,0.8866666666666667,0.8833531746031746,0.884375,0.0014129505861071678,24
2,5.471769213676453,0.532089798264936,0.0707632303237915,0.026237276383517465,0.5,6,6,0.95,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 6, 'clf__min_child_weight': 6, 'clf__subsample': 0.95}",0.8826984126984126,0.885436507936508,0.8855555555555555,0.8838095238095238,0.8843749999999999,0.0011886146159354866,25
17,19.22907906770706,1.0216015567645917,0.08328193426132202,0.012274072152592864,0.5,7,8,0.95,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 7, 'clf__min_child_weight': 8, 'clf__subsample': 0.95}",0.8844047619047619,0.8838888888888888,0.8850396825396826,0.8840674603174603,0.8843501984126985,0.00043906515555369496,26
21,32.167069375514984,5.567897851735445,0.106894850730896,0.009204609459611697,0.5,8,7,0.8,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 8, 'clf__min_child_weight': 7, 'clf__subsample': 0.8}",0.8838690476190476,0.8845238095238095,0.8849007936507937,0.883968253968254,0.8843154761904761,0.00042007768570913307,27
67,10.679474353790283,0.19776880899019122,0.07140141725540161,0.006678356810948563,0.6,8,7,0.9,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 8, 'clf__min_child_weight': 7, 'clf__subsample': 0.9}",0.8835119047619048,0.8836904761904761,0.8863690476190477,0.8836309523809524,0.8843005952380952,0.0011959509529963427,28
51,13.311080813407898,0.4735689055199172,0.058552324771881104,0.009383217404993151,0.6,6,8,0.8,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 6, 'clf__min_child_weight': 8, 'clf__subsample': 0.8}",0.8832738095238095,0.8845436507936508,0.8841071428571429,0.8852182539682539,0.8842857142857143,0.0007056912398324825,29
58,17.741859018802643,1.4933486049330005,0.09471291303634644,0.012921711594335115,0.6,7,7,0.9,"{'clf__colsample_bytree': 0.6, 'clf__max_depth': 7, 'clf__min_child_weight': 7, 'clf__subsample': 0.9}",0.8836904761904761,0.884484126984127,0.8852380952380953,0.8837301587301587,0.8842857142857143,0.0006343002921883595,29
15,20.00585299730301,0.9965715780345555,0.08510434627532959,0.010558550618271227,0.5,7,8,0.8,"{'clf__colsample_bytree': 0.5, 'clf__max_depth': 7, 'clf__min_child_weight': 8, 'clf__subsample': 0.8}",0.8839880952380952,0.8845833333333334,0.885734126984127,0.8827579365079365,0.884265873015873,0.0010732641536744894,31
99,7.777936100959778,0.1333609948796544,0.04903227090835571,0.003980294770553138,0.7,7,6,0.8,"{'clf__colsample_bytree': 0.7, 'clf__max_depth': 7, 'clf__min_child_weight': 6, 'clf__subsample': 0.8}",0.8840873015873015,0.884563492063492,0.8848809523809524,0.883531746031746,0.884265873015873,0.0005093451449600871,31
