,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
104,0.42134058475494385,0.024458554664266934,0.014969348907470703,0.0021006897634105407,7,5,19,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 19}",0.8366468253968254,0.8311904761904761,0.8329563492063492,0.8327777777777777,0.8333928571428572,0.002000478259143614,19
177,0.3920382261276245,0.017800591503327155,0.013437092304229736,0.0014651650634912696,8,7,22,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 22}",0.8315476190476191,0.8480555555555556,0.8356150793650794,0.8179563492063492,0.8332936507936509,0.01074225662570238,20
45,0.3587111830711365,0.018188135450200402,0.013952195644378662,0.002115238483922144,5,9,20,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 20}",0.8581746031746031,0.8230952380952381,0.8178373015873016,0.8325198412698412,0.8329067460317461,0.015507805645375612,21
5,0.3642822504043579,0.019396199049668487,0.01494908332824707,0.0024400655457081357,5,5,20,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 20}",0.8411706349206349,0.8517857142857143,0.8164880952380953,0.820952380952381,0.8325992063492064,0.014463816211597525,22
15,0.3597954511642456,0.005593812882950904,0.015448033809661865,0.0016528187687420313,5,6,20,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 20}",0.8158531746031746,0.8545436507936508,0.8570436507936507,0.8026587301587301,0.8325248015873015,0.023748310759136304,23
93,0.37398236989974976,0.02027212569889016,0.014451801776885986,0.001797106996297706,6,9,18,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 18}",0.844781746031746,0.829484126984127,0.8318650793650794,0.8222619047619047,0.8320982142857143,0.008131924232804946,24
36,0.34997987747192383,0.002969310417129414,0.013206005096435547,0.001085844602422954,5,8,21,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 21}",0.836031746031746,0.8028968253968254,0.8402777777777778,0.8488095238095238,0.8320039682539683,0.017423628932432735,25
437,0.46735262870788574,0.030461275614099496,0.015949010848999023,0.0012200341706047077,13,8,22,"{'clf__max_depth': 13, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 22}",0.832281746031746,0.8451984126984127,0.8180357142857143,0.8321230158730158,0.8319097222222223,0.009608086264842244,26
9,0.3618287444114685,0.007332502815448323,0.01370394229888916,0.0017791849723686613,5,5,24,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 24}",0.7910317460317461,0.8201587301587302,0.8592063492063492,0.8571031746031746,0.831875,0.028235198852480253,27
141,0.3881528377532959,0.01242765048912459,0.014950037002563477,0.0007050327237659385,7,9,16,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 16}",0.8211309523809524,0.8445436507936508,0.8245436507936508,0.8369841269841269,0.8318005952380952,0.00943078718377776,28
48,0.3606240153312683,0.007978191878839101,0.01499706506729126,0.003117853744814043,5,9,23,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 23}",0.8221031746031746,0.8312896825396825,0.851031746031746,0.8212103174603175,0.8314087301587301,0.01199664442722328,29
29,0.3558105230331421,0.017074536619068565,0.012707829475402832,0.0008262930055971689,5,7,24,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 24}",0.8605753968253969,0.8210515873015873,0.8314087301587302,0.8123015873015873,0.8313343253968255,0.018186709546373414,30
108,0.39316707849502563,0.01875433445534971,0.017689824104309082,0.0021570607222873763,7,5,23,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 23}",0.8292261904761905,0.8264880952380952,0.8408134920634921,0.8271626984126984,0.830922619047619,0.005798906007002975,31
23,0.3608279824256897,0.006413835793180466,0.013937592506408691,0.001233203483587592,5,7,18,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 18}",0.8330952380952381,0.8223214285714285,0.8291468253968254,0.8388888888888889,0.8308630952380952,0.006027053116414178,32
10,0.36562269926071167,0.011679774784402111,0.015448510646820068,0.0026832338196621963,5,6,15,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 15}",0.8483333333333334,0.8325198412698412,0.815,0.8271031746031746,0.8307390873015873,0.011975676477328242,33
139,0.37926870584487915,0.0025423587090392164,0.014450490474700928,0.0016538256861896201,7,8,24,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 24}",0.8358333333333333,0.8404166666666667,0.8331944444444445,0.8126984126984127,0.8305357142857144,0.010617628754830787,34
498,0.46000951528549194,0.01078781162632258,0.018656432628631592,0.0032307001796359693,14,9,23,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 23}",0.8397023809523809,0.8123809523809524,0.8404365079365079,0.8294246031746032,0.830486111111111,0.011323356376462292,35
8,0.36677324771881104,0.006613683159990317,0.01544719934463501,0.002590903246647529,5,5,23,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 23}",0.8547619047619047,0.7904761904761904,0.8219047619047619,0.8546825396825397,0.8304563492063493,0.026689000886686534,36
74,0.35979437828063965,0.012104597552989168,0.014833450317382812,0.002069340298650476,6,7,19,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 19}",0.7920833333333334,0.8502579365079365,0.8318253968253968,0.847281746031746,0.8303621031746031,0.023181479392558192,37
49,0.3508676290512085,0.007179055650011032,0.01370471715927124,0.0016339415814732748,5,9,24,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 24}",0.7863293650793651,0.8486706349206349,0.837936507936508,0.848452380952381,0.8303472222222221,0.025781355815116817,38
420,0.4394376873970032,0.013299377801725071,0.01577174663543701,0.0009411517542310245,13,7,15,"{'clf__max_depth': 13, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 15}",0.8305753968253968,0.8364285714285714,0.8081547619047619,0.8454166666666667,0.8301438492063493,0.013751935139199568,39
31,0.349830687046051,0.005884637391901205,0.013936996459960938,0.00291576429693677,5,8,16,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 16}",0.8447420634920635,0.7919444444444445,0.8582738095238095,0.825595238095238,0.8301388888888889,0.024921310241330014,40
3,0.39558106660842896,0.012944987377333992,0.015200495719909668,0.002273020905154371,5,5,18,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 18}",0.7984126984126985,0.8474206349206349,0.8344642857142858,0.8392261904761905,0.8298809523809524,0.018749879272308045,41
37,0.3513792157173157,0.00742745923596101,0.012707352638244629,0.0012947226654754702,5,8,22,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 22}",0.8461111111111111,0.8197023809523809,0.8246428571428571,0.8288492063492063,0.8298263888888888,0.009943736742686268,42
58,0.38498926162719727,0.016154163343982026,0.015431225299835205,0.002495220167474622,6,5,23,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 23}",0.8530357142857142,0.8282539682539682,0.8191666666666667,0.8183928571428571,0.8297123015873016,0.01401292755299339,43
129,0.3836591839790344,0.009299772388849147,0.01470106840133667,0.002157783153026669,7,7,24,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 24}",0.8351190476190476,0.8412698412698413,0.8272420634920635,0.815218253968254,0.8297123015873016,0.009733821433482155,43
440,0.4409196376800537,0.009395983948589844,0.014950275421142578,5.057621821307283e-07,13,9,15,"{'clf__max_depth': 13, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 15}",0.8340674603174603,0.8429960317460318,0.8309126984126984,0.8108333333333333,0.8297023809523809,0.011760961862148134,45
126,0.3832170367240906,0.009494983747822615,0.013469517230987549,0.0005141644769519112,7,7,21,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 21}",0.8360119047619048,0.8210912698412698,0.8405753968253968,0.8210515873015873,0.8296825396825398,0.008760971058198418,46
99,0.37680280208587646,0.012025572776835879,0.016445457935333252,0.0021714566322054967,6,9,24,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 24}",0.8463888888888889,0.8322420634920635,0.8151785714285714,0.8249206349206349,0.8296825396825397,0.011387428353337437,47
461,0.4591941833496094,0.004751847164879294,0.017440617084503174,0.0004993091979190816,14,6,16,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 16}",0.825,0.8515079365079365,0.8221031746031746,0.8198611111111112,0.8296180555555555,0.012768758023434018,48
133,0.37564313411712646,0.010709896708727615,0.013953208923339844,0.0012206168698406538,7,8,18,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 18}",0.820734126984127,0.8509325396825397,0.8258928571428571,0.8206150793650794,0.8295436507936508,0.012531360258243907,49
178,0.3966265320777893,0.007217662363828364,0.014225184917449951,0.0012975228473607588,8,7,23,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 23}",0.8365674603174603,0.8165674603174603,0.8364285714285714,0.8285119047619047,0.8295188492063492,0.00815750560909067,50
157,0.40459102392196655,0.002007226763024468,0.01719266176223755,0.002479243095052917,8,5,22,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 22}",0.8290277777777778,0.8267460317460318,0.8274007936507937,0.8344444444444444,0.829404761904762,0.0030259400172769667,51
454,0.44985949993133545,0.007887964216659597,0.015946924686431885,0.0007046110965996424,14,5,19,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 19}",0.8325396825396826,0.8246825396825397,0.8298015873015873,0.8305555555555556,0.8293948412698413,0.0028986424775049695,52
92,0.3804469108581543,0.004708524157506492,0.015448212623596191,0.0020545800457616435,6,9,17,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 17}",0.8361904761904762,0.8276785714285714,0.8277182539682539,0.8259722222222222,0.8293898809523809,0.003989091495835118,53
455,0.4504789710044861,0.011286690876894918,0.01669853925704956,0.0019182351340884197,14,5,20,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 20}",0.8304365079365079,0.820218253968254,0.8355555555555556,0.8292857142857143,0.8288740079365079,0.005526664086782423,54
302,0.424602210521698,0.011656279214705296,0.015199601650238037,0.0014742681843960962,11,5,17,"{'clf__max_depth': 11, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 17}",0.8292658730158731,0.8229761904761905,0.8335119047619047,0.8296825396825397,0.828859126984127,0.0037782513750425108,55
161,0.397186815738678,0.007602991406750294,0.015446603298187256,0.0020528026876180153,8,6,16,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 16}",0.8458134920634921,0.8114087301587302,0.8313492063492064,0.8265476190476191,0.828779761904762,0.012282968020086365,56
163,0.3899274468421936,0.017559227630379228,0.014699935913085938,0.0014729684958679045,8,6,18,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 18}",0.8251388888888889,0.8136507936507936,0.8358730158730159,0.8403968253968254,0.828764880952381,0.010336962404559448,57
183,0.39845603704452515,0.0050851365922591745,0.013453364372253418,0.0008650679251172849,8,8,18,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 18}",0.8403174603174604,0.8141468253968254,0.8451587301587301,0.8148611111111111,0.8286210317460317,0.014222692918665378,58
69,0.3747823238372803,0.013361487585839799,0.01422739028930664,0.0010808656651265236,6,6,24,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 24}",0.8277380952380953,0.8456944444444444,0.837579365079365,0.8028373015873016,0.8284623015873015,0.01610304857785883,59
87,0.3750876784324646,0.01793741639905206,0.016691267490386963,0.0024789271193200384,6,8,22,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 22}",0.843015873015873,0.8446825396825397,0.8142460317460317,0.8116666666666666,0.8284027777777777,0.015484541270604323,60
113,0.3985913395881653,0.011882306564129924,0.015349745750427246,0.0025162650782255824,7,6,18,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 18}",0.8401190476190477,0.8142063492063492,0.8198015873015873,0.839484126984127,0.8284027777777777,0.011571369203965148,60
17,0.34858185052871704,0.006355943375511686,0.014452219009399414,0.002172016842177003,5,6,22,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 22}",0.8565079365079366,0.8062698412698412,0.8226190476190476,0.8273611111111111,0.8281894841269841,0.018125406567711413,62
66,0.3790268898010254,0.03425395195074998,0.013204574584960938,0.0008261860164970665,6,6,21,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 21}",0.8624603174603175,0.8235515873015873,0.8435515873015873,0.7823611111111111,0.8279811507936508,0.02971557033123453,63
28,0.38690245151519775,0.012998541330780449,0.01594632863998413,0.002441720209939212,5,7,23,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 23}",0.8253373015873016,0.822936507936508,0.8230952380952381,0.840297619047619,0.8279166666666666,0.0072109163862684855,64
67,0.3711472153663635,0.008756802494493874,0.0147017240524292,0.0026710641826238777,6,6,22,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 22}",0.8277777777777777,0.8075793650793651,0.853015873015873,0.8223412698412699,0.8276785714285715,0.016389429350402843,65
451,0.44133323431015015,0.013466041151504349,0.01596134901046753,0.0009817659408160755,14,5,16,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 16}",0.8448214285714286,0.8256746031746032,0.7998412698412698,0.8398611111111111,0.8275496031746031,0.017472525156086015,66
106,0.40138453245162964,0.02630377402699743,0.01569730043411255,0.0008259870402133744,7,5,21,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 21}",0.8258134920634921,0.8381746031746031,0.8119444444444445,0.8340674603174603,0.8275,0.010023700733992176,67
232,0.3901962637901306,0.005297423311416439,0.014951169490814209,0.0014102338371079764,9,8,17,"{'clf__max_depth': 9, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 17}",0.8295238095238096,0.8175595238095238,0.8369841269841269,0.8256349206349206,0.8274255952380952,0.007005603351903388,68
54,0.36393123865127563,0.010101882835343792,0.01445019245147705,0.001494051395614387,6,5,19,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 19}",0.8371031746031746,0.8251190476190476,0.812202380952381,0.8349801587301587,0.8273511904761904,0.009845954026354712,69
368,0.45271241664886475,0.003215920051500301,0.01547163724899292,0.0009313836421018845,12,6,23,"{'clf__max_depth': 12, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 23}",0.8057936507936508,0.8256944444444444,0.8335515873015873,0.8443452380952381,0.8273462301587302,0.014095343215312542,70
91,0.36154067516326904,0.006848818573959952,0.013704478740692139,0.0014737644855578728,6,9,16,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 16}",0.8449404761904762,0.849186507936508,0.7849206349206349,0.8297222222222222,0.8271924603174603,0.025456026377717697,71
21,0.3506340980529785,0.00844575322880709,0.013194739818572998,0.001612815634149253,5,7,16,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 16}",0.8042857142857143,0.8221031746031746,0.8285119047619047,0.8533730158730158,0.8270684523809523,0.017590627858399356,72
464,0.4694496989250183,0.012394496342545268,0.016942977905273438,0.0007047796159218281,14,6,19,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 19}",0.8115476190476191,0.8349603174603175,0.8196031746031746,0.8418650793650794,0.8269940476190476,0.012019007861762292,73
61,0.3651334047317505,0.009432685803519528,0.013953566551208496,0.001220619541758164,6,6,16,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 16}",0.8190674603174604,0.8233333333333334,0.8235119047619047,0.8414484126984128,0.8268402777777779,0.008619614599854534,74
311,0.41401147842407227,0.004180352673089606,0.014451980590820312,0.0008632096527111203,11,6,16,"{'clf__max_depth': 11, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 16}",0.8240674603174604,0.8292261904761905,0.82125,0.832281746031746,0.8267063492063491,0.004306104127148114,75
475,0.4602069854736328,0.01593988913438031,0.01544886827468872,0.0011151008145723982,14,7,20,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 20}",0.8288095238095238,0.8301587301587302,0.8151785714285714,0.8325595238095238,0.8266765873015873,0.006772888010239371,76
240,0.420193612575531,0.018404016441203035,0.013455212116241455,0.0008633128580579657,9,9,15,"{'clf__max_depth': 9, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 15}",0.8159920634920635,0.8292658730158731,0.818670634920635,0.8423214285714286,0.8265625,0.010364213884583275,77
122,0.3854835629463196,0.0074031624930161275,0.01370394229888916,0.0014743187426541245,7,7,17,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 17}",0.825,0.8166269841269841,0.8195833333333333,0.8446230158730159,0.8264583333333333,0.010908751992044557,78
124,0.3809768557548523,0.012672900065146632,0.014700055122375488,0.0004328438086956555,7,7,19,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 19}",0.8346031746031746,0.8234325396825397,0.806031746031746,0.8404563492063492,0.8261309523809524,0.013117307941673251,79
62,0.3736811876296997,0.0063945411028050216,0.01395326852798462,0.000704779603319613,6,6,17,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 17}",0.8470634920634921,0.8323214285714285,0.8237896825396825,0.8012698412698412,0.8261111111111111,0.016583485976044428,80
51,0.36555981636047363,0.004916518519702092,0.013205528259277344,0.00043181155794404523,6,5,16,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 16}",0.8169642857142857,0.8570634920634921,0.8088888888888889,0.8214880952380952,0.8261011904761905,0.01843699488676978,81
25,0.38096463680267334,0.01093811164201766,0.015199661254882812,0.0019147308881050668,5,7,20,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 20}",0.8060714285714285,0.8373412698412699,0.8451587301587301,0.8154365079365079,0.8260019841269841,0.015846266523377263,82
433,0.4507408142089844,0.006279045978229116,0.015946805477142334,0.0015756335807010477,13,8,18,"{'clf__max_depth': 13, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 18}",0.8235515873015873,0.836765873015873,0.8217460317460318,0.8211904761904761,0.825813492063492,0.006383325365244121,83
160,0.4041459560394287,0.016459919688598213,0.014702677726745605,0.0023770527321131515,8,6,15,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 15}",0.816329365079365,0.8252380952380952,0.8210714285714286,0.8396626984126984,0.8255753968253968,0.00872268123133257,84
463,0.45423072576522827,0.018504214113851405,0.017442703247070312,0.0017946773451766348,14,6,18,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 18}",0.8210714285714286,0.8305357142857143,0.816329365079365,0.8339880952380953,0.8254811507936508,0.007090795930527309,85
27,0.3500533699989319,0.009982130995697863,0.014710724353790283,0.0023906912941758967,5,7,22,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 22}",0.8072619047619047,0.8333928571428572,0.8191468253968254,0.8413492063492064,0.8252876984126984,0.013098713614069599,86
12,0.3391162157058716,0.002937072256141126,0.014451444149017334,0.0022832006651249495,5,6,17,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 17}",0.8426190476190476,0.7943253968253968,0.8108730158730159,0.8532738095238095,0.8252728174603174,0.023717316389969944,87
413,0.4604581594467163,0.00883099116443183,0.016693413257598877,0.0012943902906098527,13,6,18,"{'clf__max_depth': 13, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 18}",0.8308134920634921,0.8226984126984127,0.8364484126984127,0.8111309523809523,0.8252728174603174,0.009515945982731916,87
355,0.44352686405181885,0.013013080422249542,0.013958573341369629,0.000707306990237995,12,5,20,"{'clf__max_depth': 12, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 20}",0.8285714285714286,0.8185714285714286,0.8184722222222223,0.8351984126984127,0.825203373015873,0.007080531311312613,89
166,0.38446229696273804,0.009225564581726386,0.013703584671020508,0.0012941951235736413,8,6,21,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 21}",0.8412103174603175,0.8243452380952381,0.8088690476190477,0.82625,0.8251686507936509,0.011454905692234632,90
76,0.36953306198120117,0.012244662152306632,0.014084219932556152,0.0011420645948345162,6,7,21,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 21}",0.8362698412698413,0.82625,0.8030555555555555,0.8343055555555555,0.8249702380952381,0.013197729779552598,91
379,0.44198185205459595,0.007280526322654575,0.01593637466430664,0.0014267936814038988,12,7,24,"{'clf__max_depth': 12, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 24}",0.811329365079365,0.8235317460317461,0.8249801587301587,0.8389285714285715,0.8246924603174604,0.00978096623473414,92
53,0.38368910551071167,0.019368713317482984,0.013437449932098389,0.0020607608161361747,6,5,18,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 18}",0.8621626984126984,0.8324206349206349,0.7812301587301588,0.8211706349206349,0.8242460317460318,0.029001384213191938,93
465,0.47258657217025757,0.0077599869440932254,0.01669389009475708,0.000825844538640868,14,6,20,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 20}",0.8257539682539683,0.8268452380952381,0.8263492063492064,0.8172817460317461,0.8240575396825398,0.003931038286743305,94
189,0.38362282514572144,0.003483327304636742,0.0139542818069458,0.0007041078800350492,8,8,24,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 24}",0.825218253968254,0.824047619047619,0.8103769841269841,0.8364484126984127,0.8240228174603175,0.00924707883530426,95
32,0.3385987877845764,0.005545863484123259,0.014450907707214355,0.0016533404025684383,5,8,17,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 17}",0.7838888888888889,0.8214484126984127,0.8452777777777778,0.8454365079365079,0.8240128968253968,0.02513801337956903,96
117,0.36779558658599854,0.004508301435032651,0.013584136962890625,0.0009611300849035253,7,6,22,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 22}",0.8250992063492063,0.8185515873015873,0.8366071428571429,0.8155753968253968,0.8239583333333333,0.008074659447243872,97
110,0.3809564709663391,0.0025886420737515807,0.014700651168823242,0.001779235231640006,7,6,15,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 15}",0.7858333333333334,0.8449801587301587,0.8507936507936508,0.8141468253968254,0.823938492063492,0.02603762251288907,98
146,0.3876360058784485,0.014378397047413716,0.014115452766418457,0.0028633783127186177,7,9,21,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 21}",0.8270039682539683,0.8101587301587302,0.8161706349206349,0.8423214285714286,0.8239136904761905,0.012222402394763004,99
479,0.4487491250038147,0.010673452909237534,0.0156976580619812,0.0014735629713146616,14,7,24,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 24}",0.826765873015873,0.8208928571428571,0.8199206349206349,0.8277579365079365,0.8238343253968254,0.0034625822815676694,100
26,0.35720521211624146,0.006984372307085514,0.013396680355072021,0.0019570305426786757,5,7,21,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 21}",0.7786111111111111,0.8435714285714285,0.8353571428571429,0.837718253968254,0.8238144841269841,0.02626894350822341,101
472,0.46169018745422363,0.00915199494582369,0.016195356845855713,0.001777925098430326,14,7,17,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 17}",0.8234126984126984,0.8114087301587302,0.8220833333333334,0.8381944444444445,0.8237748015873017,0.00953726908327696,102
446,0.4410201907157898,0.006849801694582555,0.01619476079940796,0.002764216186077482,13,9,21,"{'clf__max_depth': 13, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 21}",0.8178571428571428,0.8275,0.8204365079365079,0.8291666666666667,0.8237400793650793,0.004719835247726802,103
151,0.4099084138870239,0.012702462596687043,0.01643580198287964,0.0027240744287332125,8,5,16,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 16}",0.8327976190476191,0.8376984126984127,0.7984722222222222,0.8258531746031746,0.8237053571428571,0.015164094500591344,104
72,0.3641619086265564,0.009917810179105343,0.015697896480560303,0.0016341597904668639,6,7,17,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 17}",0.846468253968254,0.8082142857142857,0.8246626984126985,0.8153769841269841,0.8236805555555555,0.014390957271949438,105
297,0.41550779342651367,0.0029413248801775337,0.013704180717468262,0.0010860904798037803,10,9,22,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 22}",0.8205357142857143,0.8083531746031746,0.8396428571428571,0.8260714285714286,0.8236507936507937,0.011239733494727627,106
391,0.42846226692199707,0.005825973526366803,0.014951229095458984,0.001220082357078829,12,9,16,"{'clf__max_depth': 12, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 16}",0.8196825396825397,0.8395238095238096,0.8001190476190476,0.8349404761904762,0.8235664682539683,0.015401876772984413,107
128,0.3827516436576843,0.01667235820630815,0.013223886489868164,0.0021475750605684327,7,7,23,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 23}",0.8195436507936508,0.7981547619047619,0.8359325396825397,0.8405952380952381,0.8235565476190476,0.01661953828408609,108
190,0.39232736825942993,0.006299717856716955,0.014202892780303955,0.002765043476507251,8,9,15,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 15}",0.8379563492063492,0.8045833333333333,0.8386111111111111,0.812797619047619,0.8234871031746032,0.01508071849998784,109
261,0.4121047854423523,0.006655521167384233,0.014699161052703857,0.001292991362262594,10,6,16,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 16}",0.8361309523809524,0.8286507936507936,0.834047619047619,0.795,0.8234573412698413,0.016655078968497872,110
55,0.37558549642562866,0.009224075746538865,0.014202713966369629,0.001086035942607564,6,5,20,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 20}",0.8367261904761905,0.8014484126984127,0.8408928571428571,0.8146825396825397,0.8234375,0.01613573734040236,111
120,0.3988444209098816,0.01901235455279855,0.015447795391082764,0.0016529629242992548,7,7,15,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 15}",0.7879166666666667,0.8399007936507936,0.83375,0.8319246031746032,0.8233730158730158,0.020682913130544073,112
