,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
85,5.870900750160217,0.08262313009913973,0.7422168254852295,0.01256331755458446,18,8,9,100,"{'clf__max_depth': 18, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 9, 'clf__n_estimators': 100}",0.8947222222222222,0.896686507936508,0.8958928571428572,0.8944246031746032,0.8954315476190475,0.0009089570270283184,49
6,14.395168483257294,0.04803234358472056,1.8476184010505676,0.00973064986864712,14,7,10,300,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 10, 'clf__n_estimators': 300}",0.895079365079365,0.896686507936508,0.8960912698412699,0.8938095238095238,0.8954166666666666,0.0010913600251335781,50
73,7.141590058803558,0.1747397445586365,0.8610820770263672,0.01953541520385554,18,7,9,100,"{'clf__max_depth': 18, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 9, 'clf__n_estimators': 100}",0.8944642857142857,0.8966071428571428,0.8960119047619047,0.8944841269841269,0.8953918650793651,0.000941506932150781,51
105,4.9769686460494995,0.04690959632266036,0.6873579621315002,0.007052147192448472,18,9,11,100,"{'clf__max_depth': 18, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 11, 'clf__n_estimators': 100}",0.8946825396825396,0.8969246031746032,0.8954960317460318,0.8943055555555556,0.8953521825396825,0.0010046204317199648,52
26,15.16974276304245,0.06575030336400256,1.853208303451538,0.023696079641117095,14,9,9,300,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 9, 'clf__n_estimators': 300}",0.8952976190476191,0.8963492063492063,0.8951190476190476,0.8946031746031746,0.895342261904762,0.0006348237463276538,53
22,13.629237532615662,0.11540576185666843,1.7979463338851929,0.01010835723667611,14,8,11,300,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 11, 'clf__n_estimators': 300}",0.8945833333333333,0.8964484126984127,0.8959126984126984,0.8943849206349206,0.8953323412698413,0.000871930128416861,54
34,14.609266698360443,0.04982816190838395,1.8572947978973389,0.005946602275247828,14,9,11,300,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 11, 'clf__n_estimators': 300}",0.8951190476190476,0.8965674603174603,0.8942063492063492,0.8953373015873016,0.8953075396825396,0.0008420860259091416,55
65,5.094365477561951,0.05213686124474778,0.6738030314445496,0.02091620461329372,16,9,10,100,"{'clf__max_depth': 16, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 10, 'clf__n_estimators': 100}",0.8947222222222222,0.896686507936508,0.8955753968253968,0.8941865079365079,0.8952926587301587,0.0009449502405444945,56
5,5.001586198806763,0.04004637216554867,0.6196267604827881,0.011353885496093846,14,7,10,100,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 10, 'clf__n_estimators': 100}",0.895079365079365,0.8962103174603174,0.8961904761904762,0.8935912698412698,0.8952678571428572,0.0010707394168120805,57
1,5.148760795593262,0.02919204016054217,0.6463072299957275,0.014884386746165913,14,7,9,100,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 9, 'clf__n_estimators': 100}",0.8942460317460318,0.8958730158730158,0.8964087301587301,0.8944642857142857,0.8952480158730158,0.000915981414316408,58
60,2.5949408411979675,0.05860716664973483,0.33232998847961426,0.005337702074119233,16,9,9,50,"{'clf__max_depth': 16, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 9, 'clf__n_estimators': 50}",0.8946825396825396,0.8962698412698412,0.8950595238095238,0.8949007936507937,0.8952281746031746,0.0006161185537787255,59
37,5.174371719360352,0.02723339658721653,0.6890029907226562,0.007073296673455613,16,7,9,100,"{'clf__max_depth': 16, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 9, 'clf__n_estimators': 100}",0.8950595238095238,0.8961507936507936,0.8956944444444445,0.893968253968254,0.895218253968254,0.0008191585457675803,60
57,5.239175081253052,0.04807130207756567,0.6592206954956055,0.011136657021853371,16,8,11,100,"{'clf__max_depth': 16, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 11, 'clf__n_estimators': 100}",0.8952777777777777,0.8957936507936508,0.895952380952381,0.8937896825396825,0.895203373015873,0.0008534485302225367,61
35,19.548105537891388,0.06211974212764454,2.500890374183655,0.03450144237315424,14,9,11,400,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 11, 'clf__n_estimators': 400}",0.8934325396825397,0.8976388888888889,0.8951190476190476,0.8945833333333333,0.8951934523809524,0.0015377544152628485,62
19,18.28128695487976,0.07692126360774995,2.4501548409461975,0.005011846638243411,14,8,10,400,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 10, 'clf__n_estimators': 400}",0.895079365079365,0.8959920634920635,0.8952777777777777,0.8944047619047619,0.895188492063492,0.0005656502099265237,63
61,4.908318996429443,0.046639855719270394,0.6557387113571167,0.006389650687936128,16,9,9,100,"{'clf__max_depth': 16, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 9, 'clf__n_estimators': 100}",0.8943452380952381,0.8968055555555555,0.8952976190476191,0.894265873015873,0.8951785714285714,0.0010233172189069335,64
10,13.594314157962799,0.11410806099665187,1.810145080089569,0.013641544500144594,14,7,11,300,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 11, 'clf__n_estimators': 300}",0.8944444444444445,0.8968849206349206,0.8950992063492064,0.8940277777777778,0.8951140873015873,0.001091393842161248,65
53,5.210579335689545,0.05905939500598008,0.6617429256439209,0.01423585891797423,16,8,10,100,"{'clf__max_depth': 16, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 10, 'clf__n_estimators': 100}",0.8947222222222222,0.8960714285714285,0.8950595238095238,0.8945436507936508,0.8950992063492063,0.0005910900440383153,66
36,2.905189335346222,0.036176835797282654,0.35643547773361206,0.006575513688265835,16,7,9,50,"{'clf__max_depth': 16, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 9, 'clf__n_estimators': 50}",0.8951587301587302,0.8955357142857143,0.8956150793650793,0.8940674603174603,0.895094246031746,0.000617375227488726,67
104,2.613578736782074,0.026468609442711157,0.35253477096557617,0.007942549985741402,18,9,11,50,"{'clf__max_depth': 18, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 11, 'clf__n_estimators': 50}",0.8945238095238095,0.8963492063492063,0.8952976190476191,0.8941468253968254,0.8950793650793651,0.0008423781633076795,68
77,5.913832187652588,0.05902766608365616,0.7700055837631226,0.0036841103101466093,18,7,10,100,"{'clf__max_depth': 18, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 10, 'clf__n_estimators': 100}",0.8941865079365079,0.8966269841269842,0.8956547619047619,0.8937896825396825,0.8950644841269841,0.0011386170759926594,69
56,3.0287004113197327,0.06532412043299601,0.36499327421188354,0.010411438806827513,16,8,11,50,"{'clf__max_depth': 16, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 11, 'clf__n_estimators': 50}",0.8946825396825396,0.8951190476190476,0.8958333333333334,0.8944642857142857,0.8950248015873016,0.0005229548628216162,70
69,5.1294615268707275,0.0410784514902157,0.6877027750015259,0.022770965536847602,16,9,11,100,"{'clf__max_depth': 16, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 11, 'clf__n_estimators': 100}",0.8949404761904762,0.8953968253968254,0.8951785714285714,0.8945833333333333,0.8950248015873016,0.000301683555546342,70
2,15.565423250198364,0.051325125692717515,1.9452124238014221,0.010952368436368471,14,7,9,300,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 9, 'clf__n_estimators': 300}",0.8951388888888889,0.8959126984126984,0.8944841269841269,0.8945238095238095,0.895014880952381,0.0005797208559178286,72
14,13.888631284236908,0.09890027572272411,1.8418618440628052,0.03438001633078347,14,8,9,300,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 9, 'clf__n_estimators': 300}",0.8940674603174603,0.8960119047619047,0.8955357142857143,0.8944246031746032,0.8950099206349206,0.000792347640446249,73
100,2.669340491294861,0.020196625400880134,0.35812896490097046,0.005131942567826458,18,9,10,50,"{'clf__max_depth': 18, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 10, 'clf__n_estimators': 50}",0.8940079365079365,0.8958730158730158,0.895436507936508,0.8946825396825396,0.895,0.000713734355103359,74
